device_id,timestamp,temperature_c,ambient_temperature_c,ph,inlet_ph,pressure_bar,gas_flow_m3_day,biogas_production_m3_day,methane_percent,co2_percent,h2s_ppm,feedstock_mass_kg,feedstock_type,total_solids_percent,volatile_solids_percent,agitator_runtime_min,solar_voltage_v,solar_current_a,solar_power_w,battery_voltage_v,battery_soc_percent,system_load_current_ma,system_load_power_w,solar_status,source
DIGESTER_001,2026-01-21 00:00:00,35.64,21.01,7.4,6.52,1.203,2.593,2.593,58.6,39.9,142.3,42.08,co_digestion,9.52,79.77,253.0,0.63,0.0,0.0,12.62,68.2,195.9,0.98,NORMAL,synthetic
DIGESTER_001,2026-01-22 00:00:00,35.51,21.25,7.42,6.32,1.244,2.724,2.724,58.6,39.9,147.1,61.54,co_digestion,10.81,78.76,231.0,0.36,0.0,0.0,12.61,67.4,189.0,0.95,NORMAL,synthetic
DIGESTER_001,2026-01-23 00:00:00,35.51,21.45,7.43,6.32,1.223,2.847,2.847,58.9,39.6,143.0,77.22,co_digestion,10.91,81.96,249.0,0.46,0.0,0.0,12.6,66.6,177.8,0.89,NORMAL,synthetic
DIGESTER_001,2026-01-24 00:00:00,35.6,20.41,7.43,6.37,1.242,2.888,2.888,58.8,39.7,135.6,68.55,co_digestion,10.9,80.94,238.0,0.92,0.0,0.0,12.59,65.8,169.9,0.85,NORMAL,synthetic
DIGESTER_001,2026-01-25 00:00:00,35.49,20.45,7.42,6.08,1.21,2.974,2.974,57.1,41.4,126.2,63.69,co_digestion,10.62,80.37,237.0,0.44,0.0,0.0,12.58,65.0,184.1,0.92,NORMAL,synthetic
DIGESTER_001,2026-01-26 00:00:00,35.45,21.41,7.43,6.2,1.217,2.773,2.773,59.0,39.5,153.3,52.69,co_digestion,10.0,79.97,246.0,0.8,0.0,0.0,12.57,64.2,188.6,0.94,NORMAL,synthetic
DIGESTER_001,2026-01-27 00:00:00,35.54,21.77,7.46,6.21,1.237,2.779,2.779,60.7,37.8,127.8,45.44,co_digestion,10.11,80.04,243.0,0.42,0.0,0.0,12.56,63.4,182.2,0.91,NORMAL,synthetic
DIGESTER_001,2026-01-28 00:00:00,35.55,23.02,7.47,5.88,1.2,2.73,2.73,59.5,39.0,127.1,45.28,co_digestion,10.24,78.86,247.0,0.34,0.0,0.0,12.55,62.6,171.6,0.86,NORMAL,synthetic
DIGESTER_001,2026-01-29 00:00:00,35.72,20.27,7.43,5.94,1.206,2.589,2.589,58.9,39.6,130.5,57.65,co_digestion,11.18,79.83,249.0,0.87,0.0,0.0,12.54,61.8,191.8,0.96,NORMAL,synthetic
DIGESTER_001,2026-01-30 00:00:00,35.85,20.53,7.44,6.31,1.24,2.673,2.673,60.5,38.0,128.3,74.3,co_digestion,9.94,77.7,241.0,0.47,0.0,0.0,12.53,61.0,181.2,0.91,NORMAL,synthetic
DIGESTER_001,2026-01-31 00:00:00,35.85,23.09,7.45,6.3,1.214,2.787,2.787,57.8,40.7,103.8,79.48,co_digestion,11.18,78.55,251.0,0.85,0.0,0.0,12.52,60.2,177.5,0.89,NORMAL,synthetic
DIGESTER_001,2026-02-01 00:00:00,35.74,22.7,7.41,5.94,1.23,2.89,2.89,57.6,40.9,127.9,59.61,co_digestion,10.47,80.58,226.0,0.51,0.0,0.0,12.51,59.4,196.3,0.98,NORMAL,synthetic
DIGESTER_001,2026-02-02 00:00:00,35.55,21.14,7.41,6.05,1.259,2.773,2.773,58.1,40.4,106.3,58.27,co_digestion,10.75,79.2,241.0,0.29,0.0,0.0,12.5,58.6,179.4,0.9,NORMAL,synthetic
DIGESTER_001,2026-02-03 00:00:00,35.45,21.05,7.41,6.29,1.246,2.53,2.53,57.0,41.5,128.9,44.27,co_digestion,10.88,79.2,236.0,0.54,0.0,0.0,12.49,57.8,178.9,0.89,NORMAL,synthetic
DIGESTER_001,2026-02-04 00:00:00,35.5,22.14,7.4,6.18,1.247,2.532,2.532,57.9,40.6,101.5,53.87,co_digestion,10.02,77.59,253.0,0.56,0.0,0.0,12.48,57.0,210.8,1.05,NORMAL,synthetic
DIGESTER_001,2026-02-05 00:00:00,35.47,21.73,7.39,6.43,1.185,2.523,2.523,59.4,39.1,128.6,55.69,co_digestion,10.77,78.44,248.0,0.8,0.0,0.0,12.47,56.2,180.8,0.9,NORMAL,synthetic
DIGESTER_001,2026-02-06 00:00:00,35.47,21.28,7.39,6.21,1.226,2.626,2.626,57.9,40.6,114.3,67.41,co_digestion,10.08,80.41,225.0,0.4,0.0,0.0,12.46,55.4,174.1,0.87,NORMAL,synthetic
DIGESTER_001,2026-02-07 00:00:00,35.21,21.94,7.36,6.1,1.234,2.832,2.832,58.1,40.4,95.1,77.34,co_digestion,10.79,78.86,215.0,0.65,0.0,0.0,12.46,54.6,163.3,0.82,NORMAL,synthetic
DIGESTER_001,2026-02-08 00:00:00,35.21,21.88,7.39,6.07,1.17,2.784,2.784,58.4,40.1,116.1,66.75,co_digestion,10.31,81.51,228.0,0.26,0.0,0.0,12.45,53.8,173.5,0.87,NORMAL,synthetic
DIGESTER_001,2026-02-09 00:00:00,35.34,22.46,7.41,6.21,1.227,2.769,2.769,57.7,40.8,95.0,50.47,co_digestion,10.42,81.75,234.0,0.46,0.0,0.0,12.44,53.0,183.7,0.92,NORMAL,synthetic
DIGESTER_001,2026-02-10 00:00:00,35.08,22.29,7.01,4.77,1.238,2.184,2.184,53.4,45.1,97.5,99.83,food_waste,11.1,79.39,245.0,0.92,0.0,0.0,12.43,52.2,188.7,0.94,NORMAL,synthetic
DIGESTER_001,2026-02-11 00:00:00,35.38,21.95,6.68,4.82,1.187,1.331,1.331,42.0,56.5,118.2,106.2,food_waste,10.89,77.78,244.0,0.67,0.0,0.0,12.42,51.4,157.9,0.79,NORMAL,synthetic
DIGESTER_001,2026-02-12 00:00:00,35.47,21.83,6.82,6.21,1.192,2.052,2.052,46.7,51.8,84.1,55.72,co_digestion,10.26,80.72,246.0,0.33,0.0,0.0,12.41,50.6,188.3,0.94,NORMAL,synthetic
DIGESTER_001,2026-02-13 00:00:00,35.29,22.87,6.87,6.26,1.225,2.779,2.779,49.9,48.6,92.0,78.51,co_digestion,11.44,78.84,223.0,0.32,0.0,0.0,12.4,49.8,188.7,0.94,NORMAL,synthetic
DIGESTER_001,2026-02-14 00:00:00,35.42,24.29,6.99,6.27,1.217,3.463,3.463,55.7,42.8,86.3,78.25,co_digestion,10.61,78.81,238.0,0.53,0.0,0.0,12.39,49.0,181.1,0.91,NORMAL,synthetic
DIGESTER_001,2026-02-15 00:00:00,35.2,22.45,7.07,6.18,1.237,3.762,3.762,54.2,44.3,77.7,74.16,co_digestion,10.29,78.48,265.0,0.72,0.0,0.0,12.38,48.2,163.1,0.82,NORMAL,synthetic
DIGESTER_001,2026-02-16 00:00:00,35.39,22.27,7.16,5.8,1.303,4.068,4.068,56.9,41.6,79.1,52.13,co_digestion,10.47,79.65,241.0,0.2,0.0,0.0,12.37,47.4,177.5,0.89,NORMAL,synthetic
DIGESTER_001,2026-02-17 00:00:00,35.34,22.57,7.19,6.11,1.188,3.66,3.66,57.1,41.4,105.0,44.65,co_digestion,10.23,79.95,256.0,0.5,0.0,0.0,12.36,46.6,182.0,0.91,NORMAL,synthetic
DIGESTER_001,2026-02-18 00:00:00,35.65,23.63,7.25,5.99,1.228,3.532,3.532,59.1,39.4,78.8,46.42,co_digestion,10.11,78.33,247.0,0.09,0.0,0.0,12.35,45.8,176.6,0.88,NORMAL,synthetic
DIGESTER_001,2026-02-19 00:00:00,35.78,21.72,7.26,6.31,1.241,3.366,3.366,59.2,39.3,87.4,58.13,co_digestion,10.72,79.46,221.0,0.64,0.0,0.0,12.34,45.0,177.6,0.89,NORMAL,synthetic
DIGESTER_001,2026-02-20 00:00:00,35.79,23.52,7.26,6.09,1.24,3.441,3.441,56.5,42.0,108.2,76.97,co_digestion,9.8,77.67,239.0,0.46,0.0,0.0,12.33,44.2,174.8,0.87,NORMAL,synthetic
DIGESTER_001,2026-02-21 00:00:00,35.69,22.42,7.28,6.22,1.234,3.235,3.235,57.2,41.3,99.7,80.14,co_digestion,10.58,79.45,237.0,0.58,0.0,0.0,12.32,43.4,179.6,0.9,NORMAL,synthetic
DIGESTER_001,2026-02-22 00:00:00,35.38,22.95,7.33,6.23,1.265,3.286,3.286,58.5,40.0,103.3,62.62,co_digestion,10.01,80.61,255.0,0.57,0.0,0.0,12.31,42.6,174.6,0.87,NORMAL,synthetic
DIGESTER_001,2026-02-23 00:00:00,35.3,21.53,7.34,6.28,1.205,2.978,2.978,57.1,41.4,81.5,53.62,co_digestion,10.14,80.28,256.0,0.24,0.0,0.0,12.3,41.8,173.8,0.87,NORMAL,synthetic
DIGESTER_001,2026-02-24 00:00:00,35.38,22.33,7.41,6.07,1.223,2.938,2.938,59.5,39.0,89.8,46.3,co_digestion,10.85,79.14,267.0,1.03,0.0,0.0,12.29,41.0,184.9,0.92,NORMAL,synthetic
DIGESTER_001,2026-02-25 00:00:00,35.18,22.66,7.4,6.29,1.223,2.775,2.775,57.7,40.8,105.0,45.46,co_digestion,10.99,80.93,220.0,0.86,0.0,0.0,12.28,40.2,187.1,0.94,NORMAL,synthetic
DIGESTER_001,2026-02-26 00:00:00,35.03,23.55,7.41,6.33,1.199,2.837,2.837,57.6,40.9,88.3,65.4,co_digestion,10.73,79.89,256.0,0.62,0.0,0.0,12.27,39.4,185.6,0.93,NORMAL,synthetic
DIGESTER_001,2026-02-27 00:00:00,35.1,23.29,7.4,6.34,1.247,2.881,2.881,57.8,40.7,98.7,71.88,co_digestion,10.24,80.14,227.0,0.64,0.0,0.0,12.26,38.6,180.3,0.9,NORMAL,synthetic
DIGESTER_001,2026-02-28 00:00:00,35.35,23.25,7.4,6.35,1.273,3.089,3.089,57.7,40.8,120.2,75.61,co_digestion,9.76,80.4,235.0,0.41,0.0,0.0,12.25,37.8,194.5,0.97,NORMAL,synthetic
DIGESTER_001,2026-03-01 00:00:00,35.26,23.13,7.39,6.14,1.254,2.902,2.902,58.0,40.5,111.1,63.89,co_digestion,10.36,77.98,225.0,0.79,0.0,0.0,12.24,37.0,195.8,0.98,NORMAL,synthetic
DIGESTER_001,2026-03-02 00:00:00,35.41,24.35,7.4,6.03,1.216,3.129,3.129,57.7,40.8,106.3,56.87,co_digestion,10.69,80.25,232.0,0.46,0.0,0.0,12.23,36.2,179.5,0.9,NORMAL,synthetic
DIGESTER_001,2026-03-03 00:00:00,35.53,23.14,7.41,6.08,1.204,2.657,2.657,60.2,38.3,132.5,42.52,co_digestion,10.74,79.17,234.0,0.74,0.0,0.0,12.22,35.4,194.2,0.97,NORMAL,synthetic
DIGESTER_001,2026-03-04 00:00:00,35.41,23.96,7.42,6.17,1.221,2.866,2.866,57.9,40.6,119.7,58.32,co_digestion,10.1,77.93,258.0,0.57,0.0,0.0,12.22,34.6,186.6,0.93,NORMAL,synthetic
DIGESTER_001,2026-03-05 00:00:00,35.38,25.83,7.43,6.3,1.244,2.911,2.911,59.1,39.4,125.6,65.22,co_digestion,11.42,80.88,258.0,0.39,0.0,0.0,12.21,33.8,175.1,0.88,NORMAL,synthetic
DIGESTER_001,2026-03-06 00:00:00,35.36,25.0,7.43,6.38,1.198,2.995,2.995,58.4,40.1,124.0,72.46,co_digestion,10.09,80.55,251.0,0.63,0.0,0.0,12.2,33.0,178.3,0.89,NORMAL,synthetic
DIGESTER_001,2026-03-07 00:00:00,35.44,24.49,7.43,6.24,1.248,3.068,3.068,58.0,40.5,128.4,75.72,co_digestion,11.29,79.86,225.0,0.93,0.0,0.0,12.19,32.2,176.9,0.88,NORMAL,synthetic
DIGESTER_001,2026-03-08 00:00:00,35.45,24.17,7.42,6.12,1.238,3.169,3.169,57.0,41.5,107.4,58.89,co_digestion,10.69,82.35,232.0,0.36,0.0,0.0,12.18,31.4,192.0,0.96,NORMAL,synthetic
DIGESTER_001,2026-03-09 00:00:00,35.45,23.33,7.46,6.01,1.22,2.834,2.834,56.9,41.6,125.2,50.67,co_digestion,10.94,80.98,244.0,0.64,0.0,0.0,12.17,30.6,182.4,0.91,NORMAL,synthetic
DIGESTER_001,2026-03-10 00:00:00,35.53,24.04,7.47,6.19,1.226,2.901,2.901,59.2,39.3,148.1,52.59,co_digestion,11.06,80.51,251.0,0.57,0.0,0.0,12.16,29.8,167.5,0.84,NORMAL,synthetic
DIGESTER_001,2026-03-11 00:00:00,35.42,24.24,7.48,6.19,1.209,2.733,2.733,57.9,40.6,118.5,57.28,co_digestion,9.78,80.19,204.0,0.79,0.0,0.0,12.15,29.0,173.2,0.87,NORMAL,synthetic
DIGESTER_001,2026-03-12 00:00:00,35.27,23.13,7.5,6.05,1.225,2.849,2.849,57.7,40.8,140.0,62.13,co_digestion,10.48,79.99,209.0,0.65,0.0,0.0,12.14,28.2,187.9,0.94,NORMAL,synthetic
DIGESTER_001,2026-03-13 00:00:00,35.42,24.29,7.51,6.47,1.238,2.961,2.961,58.3,40.2,135.4,70.32,co_digestion,10.82,79.14,246.0,0.36,0.0,0.0,12.13,27.4,170.0,0.85,NORMAL,synthetic
DIGESTER_001,2026-03-14 00:00:00,35.34,25.29,7.53,6.4,1.218,2.994,2.994,57.3,41.2,139.0,71.95,co_digestion,10.6,83.11,246.0,0.63,0.0,0.0,12.12,26.6,190.5,0.95,NORMAL,synthetic
DIGESTER_001,2026-03-15 00:00:00,35.41,25.07,7.52,6.46,1.234,3.023,3.023,57.9,40.6,128.8,77.22,co_digestion,10.72,80.06,250.0,0.39,0.0,0.0,12.11,25.8,179.8,0.9,NORMAL,synthetic
DIGESTER_001,2026-03-16 00:00:00,35.37,24.36,7.53,6.23,1.237,2.956,2.956,57.8,40.7,155.8,46.17,co_digestion,11.02,82.53,216.0,0.81,0.0,0.0,12.1,25.0,167.7,0.84,NORMAL,synthetic
DIGESTER_001,2026-03-17 00:00:00,34.57,26.01,7.5,6.27,1.21,2.688,2.688,56.4,42.1,153.6,47.36,co_digestion,10.63,79.17,252.0,0.78,0.0,0.0,12.09,24.2,173.7,0.87,NORMAL,synthetic
DIGESTER_001,2026-03-18 00:00:00,33.77,22.63,7.48,6.03,1.211,2.389,2.389,50.4,48.1,153.8,46.46,co_digestion,9.85,81.74,221.0,0.73,0.0,0.0,12.08,23.4,162.6,0.81,NORMAL,synthetic
DIGESTER_001,2026-03-19 00:00:00,32.97,25.8,7.47,6.43,1.211,2.099,2.099,46.3,52.2,153.5,57.86,co_digestion,10.93,79.48,255.0,0.4,0.0,0.0,12.07,22.6,164.4,0.82,NORMAL,synthetic
DIGESTER_001,2026-03-20 00:00:00,33.84,25.28,7.46,6.19,1.223,2.651,2.651,49.0,49.5,159.1,71.37,co_digestion,10.86,80.08,255.0,0.45,0.0,0.0,12.06,21.8,178.0,0.89,NORMAL,synthetic
DIGESTER_001,2026-03-21 00:00:00,34.24,22.85,7.49,6.04,1.233,2.934,2.934,53.7,44.8,158.7,80.16,co_digestion,10.81,78.42,242.0,0.92,0.0,0.0,12.05,21.0,178.6,0.89,NORMAL,synthetic
DIGESTER_001,2026-03-22 00:00:00,34.71,25.55,7.45,6.36,1.217,3.288,3.288,54.8,43.7,152.7,67.51,co_digestion,11.05,81.78,239.0,0.98,0.0,0.0,12.04,20.2,179.4,0.9,NORMAL,synthetic
DIGESTER_001,2026-03-23 00:00:00,35.13,25.61,7.42,6.27,1.259,3.247,3.247,58.3,40.2,146.1,61.56,co_digestion,10.38,81.45,238.0,0.56,0.0,0.0,12.03,19.4,184.2,0.92,NORMAL,synthetic
DIGESTER_001,2026-03-24 00:00:00,35.09,25.53,7.38,5.98,1.243,2.926,2.926,56.2,42.3,164.6,39.89,co_digestion,11.3,78.73,230.0,0.47,0.0,0.0,12.02,18.6,180.2,0.9,NORMAL,synthetic
DIGESTER_001,2026-03-25 00:00:00,35.37,27.32,7.44,6.54,1.239,2.868,2.868,58.8,39.7,153.0,35.78,co_digestion,9.81,77.53,251.0,0.7,0.0,0.0,12.01,17.8,176.8,0.88,NORMAL,synthetic
DIGESTER_001,2026-03-26 00:00:00,35.26,25.83,7.42,6.16,1.186,2.695,2.695,59.4,39.1,154.8,56.23,co_digestion,9.65,79.85,225.0,0.52,0.0,0.0,12.0,17.0,179.4,0.9,NORMAL,synthetic
DIGESTER_001,2026-03-27 00:00:00,35.24,26.44,7.42,6.05,1.228,2.671,2.671,58.4,40.1,143.8,74.48,co_digestion,10.55,78.0,243.0,0.3,0.0,0.0,11.99,16.2,177.8,0.89,NORMAL,synthetic
DIGESTER_001,2026-03-28 00:00:00,35.21,26.86,7.4,6.28,1.206,2.801,2.801,59.6,38.9,129.6,75.24,co_digestion,10.52,80.06,229.0,0.53,0.0,0.0,11.98,15.4,175.7,0.88,NORMAL,synthetic
DIGESTER_001,2026-03-29 00:00:00,35.12,26.57,7.41,6.24,1.221,2.951,2.951,58.0,40.5,138.0,63.14,co_digestion,10.08,83.22,241.0,0.44,0.0,0.0,11.98,15.0,192.5,0.96,NORMAL,synthetic
DIGESTER_001,2026-03-30 00:00:00,35.11,25.83,7.45,5.99,1.256,2.952,2.952,57.0,41.5,143.2,50.7,co_digestion,10.46,83.87,234.0,0.69,0.0,0.0,11.98,15.0,202.1,1.01,NORMAL,synthetic
DIGESTER_001,2026-03-31 00:00:00,35.26,25.87,7.42,6.02,1.225,2.712,2.712,58.8,39.7,115.1,42.13,co_digestion,10.52,78.85,258.0,0.38,0.0,0.0,11.98,15.0,169.9,0.85,NORMAL,synthetic
DIGESTER_001,2026-04-01 00:00:00,35.41,25.14,7.41,6.19,1.197,2.618,2.618,57.0,41.5,131.3,44.75,co_digestion,10.78,80.11,229.0,0.83,0.0,0.0,11.98,15.0,184.2,0.92,NORMAL,synthetic
DIGESTER_001,2026-04-02 00:00:00,35.78,27.19,7.42,6.15,1.213,2.656,2.656,58.6,39.9,130.9,54.54,co_digestion,11.11,80.21,251.0,0.72,0.0,0.0,11.98,15.0,186.1,0.93,NORMAL,synthetic
DIGESTER_001,2026-04-03 00:00:00,35.75,27.05,7.47,6.28,1.214,2.633,2.633,59.7,38.8,127.5,62.55,co_digestion,9.95,76.77,254.0,0.34,0.0,0.0,11.98,15.0,166.7,0.83,NORMAL,synthetic
DIGESTER_001,2026-04-04 00:00:00,35.76,26.13,7.44,6.35,1.228,2.742,2.742,58.9,39.6,134.6,71.28,co_digestion,10.41,78.87,240.0,0.55,0.0,0.0,11.98,15.0,183.2,0.92,NORMAL,synthetic
DIGESTER_001,2026-04-05 00:00:00,35.59,27.1,7.44,6.0,1.229,2.764,2.764,59.2,39.3,120.0,66.56,co_digestion,9.97,79.54,241.0,0.78,0.0,0.0,11.98,15.0,185.6,0.93,NORMAL,synthetic
DIGESTER_001,2026-04-06 00:00:00,35.53,24.95,7.47,6.29,1.212,2.702,2.702,58.2,40.3,111.6,47.44,co_digestion,11.27,81.83,234.0,0.31,0.0,0.0,11.98,15.0,178.6,0.89,NORMAL,synthetic
DIGESTER_001,2026-04-07 00:00:00,35.14,26.75,7.49,6.38,1.175,2.456,2.456,57.3,41.2,103.1,47.56,co_digestion,10.97,77.77,248.0,0.53,0.0,0.0,11.98,15.0,180.0,0.9,NORMAL,synthetic
DIGESTER_001,2026-04-08 00:00:00,35.25,27.3,7.5,6.26,1.209,2.483,2.483,56.8,41.7,123.8,45.54,co_digestion,9.76,80.28,240.0,0.38,0.0,0.0,11.98,15.0,154.1,0.77,NORMAL,synthetic
DIGESTER_001,2026-04-09 00:00:00,35.55,26.03,7.49,6.46,1.248,2.45,2.45,59.6,38.9,102.9,59.14,co_digestion,9.81,77.58,250.0,0.41,0.0,0.0,11.98,15.0,171.2,0.86,NORMAL,synthetic
DIGESTER_001,2026-04-10 00:00:00,35.54,26.47,7.46,6.24,1.222,2.772,2.772,57.9,40.6,126.4,75.44,co_digestion,11.15,82.34,235.0,0.93,0.0,0.0,11.98,15.0,173.9,0.87,NORMAL,synthetic
DIGESTER_001,2026-04-11 00:00:00,35.71,27.09,7.46,6.1,1.254,2.974,2.974,58.1,40.4,89.5,80.63,co_digestion,9.98,80.8,235.0,0.23,0.0,0.0,11.98,15.0,170.3,0.85,NORMAL,synthetic
DIGESTER_001,2026-04-12 00:00:00,35.66,26.82,7.46,6.52,1.248,3.056,3.056,59.3,39.2,106.6,68.79,co_digestion,10.18,81.39,235.0,0.77,0.0,0.0,11.98,15.0,185.6,0.93,NORMAL,synthetic
DIGESTER_001,2026-04-13 00:00:00,35.66,26.43,7.47,6.03,1.231,2.996,2.996,58.1,40.4,97.3,63.77,co_digestion,10.39,79.58,236.0,0.29,0.0,0.0,11.98,15.0,160.3,0.8,NORMAL,synthetic
DIGESTER_001,2026-04-14 00:00:00,35.67,28.46,7.45,6.38,1.219,2.762,2.762,59.4,39.1,109.4,48.69,co_digestion,10.59,78.05,245.0,0.6,0.0,0.0,11.98,15.0,187.3,0.94,NORMAL,synthetic
DIGESTER_001,2026-04-15 00:00:00,35.81,28.62,7.46,5.94,1.201,2.738,2.738,57.7,40.8,93.1,51.1,co_digestion,10.88,80.57,231.0,0.55,0.0,0.0,11.98,15.0,206.0,1.03,NORMAL,synthetic
DIGESTER_001,2026-04-16 00:00:00,35.7,27.81,7.46,6.27,1.225,2.657,2.657,59.4,39.1,92.4,54.02,co_digestion,11.1,79.09,227.0,0.83,0.0,0.0,11.98,15.0,183.9,0.92,NORMAL,synthetic
DIGESTER_001,2026-04-17 00:00:00,35.43,27.06,7.41,6.14,1.27,2.773,2.773,59.7,38.8,86.8,80.36,co_digestion,10.61,81.4,232.0,0.64,0.0,0.0,11.98,15.0,176.3,0.88,NORMAL,synthetic
DIGESTER_001,2026-04-18 00:00:00,35.57,27.64,7.39,6.38,1.218,3.065,3.065,58.7,39.8,89.6,84.93,co_digestion,11.01,80.89,250.0,0.81,0.0,0.0,11.98,15.0,200.1,1.0,NORMAL,synthetic
DIGESTER_001,2026-04-19 00:00:00,35.54,28.33,7.4,6.17,1.266,3.159,3.159,59.3,39.2,80.3,60.8,co_digestion,10.14,77.2,258.0,0.52,0.0,0.0,11.98,15.0,194.8,0.97,NORMAL,synthetic
DIGESTER_001,2026-04-20 00:00:00,35.45,28.11,7.39,6.36,1.221,2.976,2.976,56.7,41.8,93.4,51.63,co_digestion,11.44,82.31,233.0,0.45,0.0,0.0,11.98,15.0,170.4,0.85,NORMAL,synthetic
